administrative_area_level_1,administrative_area_level_2,city,latitude,longitude,sa_clli
Saskatchewan,Swift Current No. 137,Swift Current,50.2849544,-107.8025623,SWCRSK02
Saskatchewan,Swift Current No. 137,Wymark,50.281939,-107.818061,SWCRSKAE
Saskatchewan,Gull Lake No. 139,Tompkins,50.07639,-108.73556,TPKNSK01
Saskatchewan,Buffalo No. 409,Wilkie,52.415085,-108.73435,WILKSKTS
Saskatchewan,Wolseley No. 155,Wolseley,50.422222,-103.2725,WLSLSKAC
Saskatchewan,N/A,Wapella,50.262778,-101.973611,WPLLSKAB
Saskatchewan,Weyburn No. 67,Weyburn,49.663067,-103.853047,WYBNSK03
Saskatchewan,Orkney No. 244,Yorkton,51.212991,-102.462949,YKTNSK01
Quebec,Bas-Saint-Laurent,Saint-Raphaël-d'Albertville,48.324157,-67.360289,CSPLPQ
Quebec,Bas-Saint-Laurent,Amqui,48.451676,-67.405928,AMQUPQ
Quebec,Bas-Saint-Laurent,Lac-au-Saumon,48.438086,-67.383598,AMQUPQ
Quebec,Bas-Saint-Laurent,Baie-des-Sables,48.720089,-67.898448,BADSPQ
Quebec,Bas-Saint-Laurent,Rimouski,48.38931,-68.6706,BICCPQ
Quebec,Bas-Saint-Laurent,Causapscal,48.357611,-67.22502,CSPLPQ
Quebec,Bas-Saint-Laurent,Esprit-Saint,48.078301,-68.546771,EPSTPQ
Quebec,Bas-Saint-Laurent,Grosses-Roches,48.938514,-67.171869,SFCTPQ
Quebec,Bas-Saint-Laurent,Métis-sur-Mer,48.683626,-67.969569,LBLSPQ
Quebec,Bas-Saint-Laurent,Lac-des-Aigles,47.99545,-68.672258,EPSTPQ
Quebec,Bas-Saint-Laurent,Lac-au-Saumon,48.421711,-67.345054,LCSMPQ
Quebec,Bas-Saint-Laurent,Saint-Ulric,48.730662,-67.744961,STULPQ
Quebec,Bas-Saint-Laurent,Les Hauteurs-de-Rimouski,48.377889,-68.112466,SGARPQ
Quebec,Bas-Saint-Laurent,Saint-Éloi,48.05591,-69.284549,LISVPQ
Quebec,Bas-Saint-Laurent,Les Méchins,49.000084,-66.981357,LMCNPQ
Quebec,Bas-Saint-Laurent,La Rédemption,48.446835,-67.882151,STMOPQ
Quebec,Bas-Saint-Laurent,Sainte-Luce,48.52732,-68.346494,LUVLPQ
Quebec,Bas-Saint-Laurent,Matane,48.836405,-67.565961,MATNPQ
Quebec,Bas-Saint-Laurent,Mont-Joli,48.586849,-68.190799,MTJLPQ
Quebec,Bas-Saint-Laurent,Padoue,48.576806,-67.991778,MTJLPQ
Quebec,Bas-Saint-Laurent,Rimouski,48.499055,-68.479886,RMKIPQ
Quebec,Bas-Saint-Laurent,Price,48.634064,-68.115481,MTJLPQ
Quebec,Bas-Saint-Laurent,Rivière-Bleue,47.4417,-69.0473,RBLUPQ
Quebec,Bas-Saint-Laurent,Rivière-du-Loup,47.831503,-69.531202,RDLPPQ
Quebec,Bas-Saint-Laurent,Saint-Antonin,47.815845,-69.518342,RDLPPQ
Quebec,Bas-Saint-Laurent,Saint-Adelme,48.825924,-67.323017,SFCTPQ
Quebec,Bas-Saint-Laurent,Saint-Anaclet,48.47241445,-68.43155537,RMKIPQ
Quebec,Bas-Saint-Laurent,Saint-André-de-Kamouraska,47.630433,-69.687009,SANKPQ
Quebec,Bas-Saint-Laurent,Sainte-Angèle-de-Mérici,48.524272,-68.079658,MTJLPQ
Quebec,Bas-Saint-Laurent,Rimouski,48.36585944,-68.46392139,SBLNPQ
Quebec,Bas-Saint-Laurent,Saint-Charles-Garnier,48.341753,-68.046275,SGARPQ
Quebec,Bas-Saint-Laurent,Saint-Cléophas,48.492663,-67.742794,SYBCPQ
Quebec,Bas-Saint-Laurent,Saint-Donat,48.495116,-68.244168,LUVLPQ
Quebec,Bas-Saint-Laurent,Saint-Damase,48.660905,-67.826174,STMOPQ
Quebec,Bas-Saint-Laurent,Saint-Eugène-de-Ladrière,48.254534,-68.794134,SFARPQ
Quebec,Bas-Saint-Laurent,Saint-Fabien,48.312912,-68.869824,SFARPQ
Quebec,Bas-Saint-Laurent,Sainte-Félicité,48.900055,-67.33337,SFCTPQ
Quebec,Bas-Saint-Laurent,Sainte-Flavie,48.609278,-68.231972,MTJLPQ
Quebec,Bas-Saint-Laurent,Sainte-Florence,48.266048,-67.234579,CSPLPQ
Quebec,Bas-Saint-Laurent,Saint-Gabriel-de-Rimouski,48.424224,-68.172848,SGARPQ
Quebec,Bas-Saint-Laurent,Sainte-Jeanne-d'Arc,48.493822,-67.9566,STMOPQ
Quebec,Bas-Saint-Laurent,Saint-Jean-de-Cherbourg,48.860113,-67.111337,SFCTPQ
Quebec,Bas-Saint-Laurent,Saint-Joseph-de-Lepage,48.563003,-68.190645,MTJLPQ
Quebec,Bas-Saint-Laurent,Saint-Léandre,48.728454,-67.610743,STULPQ
Quebec,Bas-Saint-Laurent,Saint-Léon-le-Grand,48.386066,-67.49993,SLLGPQ
Quebec,Bas-Saint-Laurent,Sainte-Marguerite-Marie,48.316152,-67.085212,CSPLPQ
Quebec,Bas-Saint-Laurent,Saint-Marcellin,48.337396,-68.292212,SGARPQ
Quebec,Bas-Saint-Laurent,Saint-Mathieu-de-Rioux,48.180617,-68.993583,SSRMPQ
Quebec,Bas-Saint-Laurent,Saint-René-de-Matane,48.705633,-67.386339,SRMTPQ
Quebec,Bas-Saint-Laurent,Saint-Simon-de-Rimouski,48.205903,-69.040667,SSRMPQ
Quebec,Bas-Saint-Laurent,Saint-Alexandre-des-Lacs,48.475813,-67.305245,LCSMPQ
Quebec,Bas-Saint-Laurent,Pohenegamook,47.492885,-69.289945,STELPQ
Quebec,Bas-Saint-Laurent,Saint-Tharcisius,48.545695,-67.338944,AMQUPQ
Quebec,Bas-Saint-Laurent,Sainte-Irène,48.445953,-67.577489,AMQUPQ
Quebec,Bas-Saint-Laurent,Saint-Moïse,48.560536,-67.772649,STMOPQ
Quebec,Bas-Saint-Laurent,Saint-Narcisse-de-Rimouski,48.288661,-68.436981,RMKIPQ
Quebec,Bas-Saint-Laurent,Saint-Noël,48.582094,-67.835551,STMOPQ
Quebec,Bas-Saint-Laurent,Saint-Octave-de-Métis,48.600537,-68.079212,MTJLPQ
Quebec,Bas-Saint-Laurent,Sainte-Paule,48.660256,-67.590508,STULPQ
Quebec,Bas-Saint-Laurent,Saint-Vianney,48.615626,-67.412581,AMQUPQ
Quebec,Bas-Saint-Laurent,Saint-Valérien,48.343165,-68.661901,RMKIPQ
Quebec,Bas-Saint-Laurent,Sayabec,48.56292,-67.684278,SYBCPQ
Quebec,Bas-Saint-Laurent,Lac-Humqui,48.304853,-67.580702,SLLGPQ
Quebec,Bas-Saint-Laurent,Trois-Pistoles,48.126663,-69.174267,TRPSPQ
Quebec,Bas-Saint-Laurent,Val-Brillant,48.531146,-67.546402,VLBLPQ
Washington,King County,Seattle,47.614353,-122.33886,STTLWAWB
Quebec,Côte-Nord,Sept-Iles,50.231573,-66.530473,CKCYPQ
Quebec,Côte-Nord,Fermont,52.796324,-67.080948,FRMTPQ
Quebec,Côte-Nord,Sept-Iles,50.144277,-66.613326,PTCRPQ
Newfoundland and Labrador,Newfoundland and Labrador,Labrador City,52.943575,-66.906104,LBCYNF
Quebec,Côte-Nord,Sept-Iles,50.2747,-66.0066,SPISPQ
Quebec,Côte-Nord,Sept-Iles,50.250978,-66.070737,MOISPQ
Quebec,Côte-Nord,Lamarche,50.17194732,-66.73752169,SPISPQ
Quebec,Côte-Nord,Lamarche,50.030289,-66.803955,PTCRPQ
Quebec,Côte-Nord,Port-Cartier,50.02795164,-66.85676336,PTCRPQ
Quebec,Côte-Nord,,50.2897429,-67.2497289,PTCRPQ
Quebec,Côte-Nord,Port-Cartier,49.7919,-67.1697,PTCTPQ
Quebec,Côte-Nord,Rivière-au-Tonnerre,50.292327,-65.527198,SPISPQ
Quebec,Côte-Nord,Sept-Îles,50.21425463,-66.39643192,SPISPQ
Ontario,Brant County,Brantford,43.1415301,-80.2638458,BTFDON17
Ontario,Regional Municipality of Halton,Burlington,43.3277884,-79.8009643,BURLON02
Ontario,Regional Municipality of Halton,Burlington,43.3322622,-79.8091442,BURLONDH
Ontario,Chatham-Kent,Chatham,42.402183,-82.1841445,CHHMON17
Ontario,Chatham-Kent,Chatham,42.4092111,-82.1733474,CHHMONDE
Ontario,Chatham-Kent,Chatham,42.4023223,-82.1843188,CHHMONDU
Ontario,Waterloo Regional Municipality,Cambridge,43.358829,-80.3105785,CMBGONCZ
Ontario,Waterloo Regional Municipality,Cambridge,43.3691749,-80.3106218,CMBGONGC
Ontario,Essex County,Essex,42.1112139,-82.9466571,MCGRON09
Ontario,Waterloo Regional Municipality,Cambridge,43.3639725,-80.3105466,GALTON04
Ontario,Regional Municipality of Niagara,Grimsby,43.1962351,-79.5607302,GRMSONAU
Ontario,Hamilton,Hamilton,43.2312471,-79.8585114,HMTNON02
Ontario,Hamilton,Hamilton,43.2538692,-79.8712106,HMTNON14
Ontario,Hamilton,Hamilton,43.2540814,-79.8702601,HMTNONAU
Ontario,Essex County,Kingsville,42.134179,-82.7631162,COTMONXG
Ontario,Waterloo Regional Municipality,Kitchener,43.4523557,-80.4942014,KTNRON06
Ontario,Waterloo Regional Municipality,Kitchener,43.4310772,-80.4443484,KTNRON08
Ontario,Waterloo Regional Municipality,Waterloo,43.4807391,-80.5366884,KTNRON09
Ontario,Waterloo Regional Municipality,Kitchener,43.4512387,-80.5003344,KTNRONJF
Ontario,Middlesex County,London,42.9866137,-81.2487429,LONDON14
Ontario,Middlesex County,London,42.98623,-81.2527454,LONDONCL
Ontario,Middlesex County,London,42.986635,-81.2513125,LONDONDP
Ontario,Middlesex County,London,42.9857,-81.22141,LONDON15
Ontario,Middlesex County,London,42.9968923,-81.2228397,LONDONHO
Ontario,Regional Municipality of Niagara,Niagara Falls,43.09798,-79.0734,NGFLON05
Ontario,Lambton County,Sarnia,42.973245,-82.404539,SARNON30
Ontario,Perth County,Stratford,43.37021,-80.97886,SRFRON38
Ontario,Regional Municipality of Niagara,St. Catharines,43.15826,-79.247,STCTON10
Ontario,Regional Municipality of Niagara,St. Catharines,43.155712,-79.245952,STCTONAF
Ontario,Essex County,Windsor,42.30714,-83.03062,WNDSON12
Ontario,Essex County,Windsor,42.3136,-82.9749,WNDSON14
Ontario,Essex County,Windsor,42.31517,-83.03711,WNDSONJU
Quebec,Estrie,Brome,45.197114,-72.573774,KNTNPQ
Quebec,Chaudière-Appalaches,Lac-Etchemin,46.401309,-70.495464,LCETPQ
Quebec,Estrie,Lac-Mégantic,45.58758166,-70.90178209,LCMGPQ
Quebec,Estrie,Nantes,45.59851465,-70.9198811,LCMGPQ
Quebec,Estrie,La Patrie,45.40238939,-71.25081592,LPTRPQ
Quebec,Chaudière-Appalaches,Sainte-Aurélie,46.176263,-70.360163,STZCPQ
Quebec,Chaudière-Appalaches,Saint-Benjamin,46.28085998,-70.59856492,SPDRPQ
Quebec,Chaudière-Appalaches,Saint-Benoît-Labre,46.06869001,-70.79069763,SGBCPQ
Quebec,Chaudière-Appalaches,Saint-Côme-Linière,46.06265169,-70.51993119,SCKCPQ
Quebec,Chaudière-Appalaches,Saint-Éphrem-de-Beauce,46.057829,-70.951799,SEPBPQ
Quebec,Chaudière-Appalaches,Saint-Georges,46.10931845,-70.67665347,SGBCPQ
Quebec,Chaudière-Appalaches,Saint-Benjamin,46.20175545,-70.61737562,SGBCPQ
Quebec,Chaudière-Appalaches,Saint-Gédéon-de-Beauce,45.85067505,-70.63800618,SGEBPQ
Quebec,Estrie,Sherbrooke,45.398277,-71.895819,SHBKPQ
Quebec,Chaudière-Appalaches,Saint-Martin,45.95919972,-70.66877514,SMBCPQ
Quebec,Chaudière-Appalaches,Saint-Prosper,46.21195575,-70.48149511,SPDRPQ
Quebec,Chaudière-Appalaches,Saint-Philibert,46.136772,-70.546303,SGBCPQ
Quebec,Chaudière-Appalaches,Saint-René,46.00851644,-70.61847654,SMBCPQ
Quebec,Chaudière-Appalaches,Saint-Côme-Linière,46.06786777,-70.61254037,SMBCPQ
Quebec,Chaudière-Appalaches,Saint-Magloire,46.579317,-70.287234,STMGPQ
Quebec,Estrie,Saint-Malo,45.2072745,-71.57366139,STMLPQ
Quebec,Estrie,Saint-Robert-Bellarmin,45.74866794,-70.58883971,SGEBPQ
Quebec,Chaudière-Appalaches,Saint-Théophile,45.955237,-70.524502,STTHPQ
Quebec,Chaudière-Appalaches,Thetford Mines,46.09531292,-71.32724256,THMNPQ
Quebec,Estrie,Weedon,45.70835192,-71.46228431,WEDNPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Cap-Chat,49.092535,-66.695801,CPCTPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Cap-Chat-Est,49.10286,-66.662754,CPCTPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Cap-Chat-Est,49.022673,-66.396711,SAMOPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Gros-Morne,49.254732,-65.550002,MTLSPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,La Martre,49.205044,-66.158295,LAMRPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Marsoui,49.214906,-66.07196,LAMRPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,La Martre,48.946554,-66.120905,SAMOPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Mont-Saint-Pierre,49.21342,-65.773966,MTLSPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Saint-Maxime-du-Mont-Louis,49.229138,-65.725021,MTLSPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Rivière-à-Claude,49.217643,-65.887724,MTLSPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Sainte-Anne-des-Monts--Tourelle,49.132217,-66.463724,SAMOPQ
Quebec,Gaspésie--Îles-de-la-Madeleine,Sainte-Anne-des-Monts,49.129632,-66.489472,SAMOPQ
Quebec,Capitale-Nationale,Deschambault,46.648178,-71.931152,SEDLPQ
Quebec,Capitale-Nationale,Grondines,46.628207,-71.978725,SEDLPQ
Quebec,Chaudière-Appalaches,Dosquet,46.469469,-71.53026,SFLNPQ
Quebec,Chaudière-Appalaches,Frampton,46.462461,-70.804696,FRMPPQ
Quebec,Chaudière-Appalaches,Honfleur,46.653632,-70.882198,STASPQ
Quebec,Chaudière-Appalaches,Notre-Dame-du-Sacré-Coeur-d'Issoudun,46.576145,-71.622063,SFLNPQ
Quebec,Chaudière-Appalaches,Saint-Janvier-de-Joly,46.485832,-71.66653,SFLNPQ
Quebec,Chaudière-Appalaches,Lotbinière,46.616171,-71.929674,SEDLPQ
Quebec,Chaudière-Appalaches,Laurier-Station,46.541083,-71.619955,SFLNPQ
Quebec,Chaudière-Appalaches,Saint-Sylvestre,46.336025,-71.142311,SPBRPQ
Quebec,Chaudière-Appalaches,Saint-Agapit,46.55939146,-71.44778252,SCLDPQ
Quebec,Chaudière-Appalaches,Saint-Agapit,46.56128,-71.433535,SAGAPQ
Quebec,Chaudière-Appalaches,Sainte-Agathe-de-Lotbinière,46.38663,-71.411275,SAGLPQ
Quebec,Chaudière-Appalaches,Saints-Anges,46.419362,-70.878457,VLJTPQ
Quebec,Chaudière-Appalaches,Saint-Apollinaire,46.6198358,-71.4977789,SAPRPQ
Quebec,Chaudière-Appalaches,Saint-Antoine-de-Tilly,46.66324668,-71.57455962,SATIPQ
Quebec,Chaudière-Appalaches,Scott,46.500488,-71.066375,STMBPQ
Quebec,Chaudière-Appalaches,Sainte-Claire,46.60179,-70.872384,SCLDPQ
Quebec,Chaudière-Appalaches,St-Croix,46.622789,-71.734481,SCLRPQ
Quebec,Chaudière-Appalaches,Saint-Édouard-de-Lotbinière,46.57135,-71.838779,SEDLPQ
Quebec,Chaudière-Appalaches,Saint-Flavien,46.513261,-71.596444,SFLNPQ
Quebec,Chaudière-Appalaches,Saint-Gilles,46.51148,-71.368582,SAGAPQ
Quebec,Chaudière-Appalaches,Sainte-Hénédine,46.559144,-70.984211,SHDNPQ
Quebec,Chaudière-Appalaches,Saint-Joseph-de-Beauce,46.31172293,-70.90361595,SJOBPQ
Quebec,Chaudière-Appalaches,Saint-Jules,46.222231,-70.947883,SJOBPQ
Quebec,Chaudière-Appalaches,Saint-Lazare-de-Bellechasse,46.62744446,-70.76904947,SCLDPQ
Quebec,Chaudière-Appalaches,Saint-Lambert-de-Lauzon,46.60556028,-71.2378943,SLDLPQ
Quebec,Chaudière-Appalaches,Sainte-Marguerite,46.511501,-70.940134,STMBPQ
Quebec,Chaudière-Appalaches,Saint-Malachie,46.503463,-70.730302,SMLHPQ
Quebec,Chaudière-Appalaches,Saint-Patrice-de-Beaurivage,46.410175,-71.241692,SPBRPQ
Quebec,Chaudière-Appalaches,Saint-Anselme,46.615433,-71.002889,STASPQ
Quebec,Chaudière-Appalaches,Saint-Bernard,46.499138,-71.139484,STBDPQ
Quebec,Chaudière-Appalaches,Saint-Elzéar,46.408218,-71.061401,STMBPQ
Quebec,Chaudière-Appalaches,Saint-Henri,46.709038,-71.107781,STHLPQ
Quebec,Chaudière-Appalaches,Saint-Isidore,46.543953,-71.135896,STHLPQ
Quebec,Chaudière-Appalaches,Saint-Léon-de-Standon,46.479578,-70.616633,SMLHPQ
Quebec,Chaudière-Appalaches,Sainte-Marie,46.44891672,-71.02587104,STMBPQ
Quebec,Chaudière-Appalaches,Saint-Narcisse-de-Beaurivage,46.482437,-71.233941,STBDPQ
Quebec,Chaudière-Appalaches,Saint-Nazaire-de-Dorchester,46.552338,-70.661085,SMLHPQ
Quebec,Centre-du-Québec,Victoriaville,46.049568,-71.935773,VCVLPQ
Quebec,Chaudière-Appalaches,Val-Alain,46.412825,-71.752492,VLALPQ
Quebec,Chaudière-Appalaches,Vallée-Jonction,46.374242,-70.921812,VLJTPQ
Quebec,Centre-du-Québec,Villeroy,46.390058,-71.876646,VLRYPQ
Yukon,N/A,Whitehorse,60.71876,-135.05289,WHTHYTXB
Manitoba,N/A,Brandon,49.8417104,-99.9618007,BRNDMB02
Manitoba,Elton,Douglas,49.8937273,-99.706724,DGLSMBAC
Manitoba,Rural Municipality of Reynolds,Elma,49.92575,-95.82052,DRWNMBTB
Ontario,Kenora District,Dryden,49.7837613,-92.8377091,DRYDONXD
Manitoba,Emerson – Franklin,Rosa,49.008819,-97.208413,EMSNMBAB
Ontario,Kenora District,Graham,49.219722,-90.991667,ERNOONAC
Ontario,Sudbury District,Chapleau,47.849722,-83.557222,ESHRONAA
Manitoba,Headingley,Headingley,49.8792719,-97.4316183,HDNLMBAI
Ontario,Kenora District,Kenora,49.763186,-94.56429,KEWTONAB
Ontario,Kenora District,Kenora,49.7669218,-94.4887673,KNRAONXA
Ontario,Algoma District,Missanabie,48.351111,-84.263611,LCLSONAA
